IDArt;CodProveedor;Articulo;PrecioCosto;PorcIVA;IDProveedor;IDRubro;IDMoneda;MargenMin;MargenInt;MargenMay;UniBulto;PorcDto;PorcRec;PrecioFlete;PVMin;PVInt;PVMay;CodBarra;Nota
002332;002332;GAONA MADGALENAS CHOCOLATE 200G;1337.0000;0.0;7;5;1;0.5;0.2;0.2;1;0.0;0.0;0.0000;2000.0000;1604.0000;2000.0000;7798126073918;Rubro: GOLOSINAS
002333;002333;GAONA ANILLOS AZUCARADOS VAINILLA 210G;926.0000;0.0;7;5;1;0.7;0.2;0.2;1;0.0;0.0;0.0000;1600.0000;1111.0000;1600.0000;7798126074786;Rubro: GOLOSINAS
002334;002334;GAONA ANILLOS AZUC LIMON 250G;929.0000;0.0;7;5;1;0.6;0.2;0.2;1;0.0;0.0;0.0000;1500.0000;1115.0000;1500.0000;7798126074779;Rubro: GOLOSINAS
002335;002335;GAONA ANILLOS AZUC COCO 250G;926.0000;0.0;7;5;1;0.7;0.2;0.2;1;0.0;0.0;0.0000;1600.0000;1111.0000;1600.0000;7798126074762;Rubro: GOLOSINAS
002336;002336;GAONA TOSTADAS DULCES 200G;1026.0000;0.0;7;5;1;0.6;0.2;0.2;1;0.0;0.0;0.0000;1600.0000;1231.0000;1600.0000;7798126073987;Rubro: GOLOSINAS
002337;002337;HELLMANNS MAYONESA CASERA 250G;1609.0000;0.0;7;3;1;0.7;0.2;0.2;1;0.0;0.0;0.0000;2700.0000;1931.0000;2700.0000;7794000005150;Rubro: ALMACEN
002338;002338;GALLETAS SABORES POCKET AVENA Y CHIPS 75G;576.0000;0.0;7;5;1;0.7;0.2;0.2;1;0.0;0.0;0.0000;1000.0000;691.0000;1000.0000;7798126074489;Rubro: GOLOSINAS
002339;002339;GALLETAS SABORES AVENA Y COCO 160G;850.0000;0.0;7;5;1;0.8;0.2;0.2;1;0.0;0.0;0.0000;1500.0000;1020.0000;1500.0000;7798126074465;Rubro: GOLOSINAS
002340;002340;MIRINDA 3 LITROS DESC.;3322.0000;0.0;3;1;1;0.5;0.2;0.2;1;0.0;0.0;0.0000;5100.0000;3986.0000;5100.0000;7791813000020;Rubro: BEBIDAS
002341;002341;PASO DE LOS TOROS TONICA ZERO DIET 1,5L;2266.0000;0.0;3;1;1;0.5;0.2;0.2;1;0.0;0.0;0.0000;3500.0000;2719.0000;3500.0000;7791813222057;Rubro: BEBIDAS
002342;002342;MIRINDA 1,5L;2266.0000;0.0;3;1;1;0.5;0.2;0.2;1;0.0;0.0;0.0000;3500.0000;2719.0000;3500.0000;7791813421153;Rubro: BEBIDAS
002343;002343;MIRINDA MANZANA 2,25L;2500.0000;0.0;3;1;1;0.6;0.2;0.2;1;0.0;0.0;0.0000;3900.0000;3000.0000;3900.0000;7791813423317;Rubro: BEBIDAS
002344;002344;ENSALADA DE FRUTA FRUT;2000.0000;0.0;2;3;1;0.3;0.2;0.2;1;0.0;0.0;0.0000;2500.0000;2400.0000;2500.0000;;Rubro: ALMACEN
002345;002345;DR. LEMON VODKA POMELO 473CC;1648.0000;0.0;7;1;1;0.9;0.2;0.2;1;0.0;0.0;0.0000;3200.0000;1978.0000;3200.0000;7790950140859;Rubro: BEBIDAS
002346;002346;VINO SANTA JULIA BLANCO SAUVIGNON 750ML;3839.0000;0.0;7;1;1;0.5;0.2;0.2;1;0.0;0.0;0.0000;5700.0000;4607.0000;5700.0000;7791728247817;Rubro: BEBIDAS
002347;002347;MADGALENAS GAONA CHIPS 180G;1373.0000;0.0;7;5;1;0.8;0.2;0.2;1;0.0;0.0;0.0000;2500.0000;1648.0000;2500.0000;7798126073864;Rubro: GOLOSINAS
002348;002348;MADGALENAS GAONA VAINILLA 180G;1373.0000;0.0;7;5;1;0.5;0.2;0.2;1;0.0;0.0;0.0000;2000.0000;1648.0000;2000.0000;7798126073086;Rubro: GOLOSINAS
002349;002349;TWISTOS QUESO 155G;3071.0000;0.0;28;12;1;0.8;0.2;0.2;1;0.0;0.0;0.0000;5500.0000;3685.0000;5500.0000;7790310984444;Rubro: SNACKS
002350;002350;PEP RAMITAS QUESO 120G;2142.0000;0.0;28;12;1;0.8;0.2;0.2;1;0.0;0.0;0.0000;3800.0000;2570.0000;3800.0000;7790310985182;Rubro: SNACKS
002351;002351;PEP RUEDITAS FLAMIN HOT 71G;1285.0000;0.0;28;12;1;0.8;0.2;0.2;1;0.0;0.0;0.0000;2300.0000;1542.0000;2300.0000;7790310987902;Rubro: SNACKS
002352;002352;PEP PALITOS PANCETA 84G;1285.0000;0.0;28;12;1;0.8;0.2;0.2;1;0.0;0.0;0.0000;2300.0000;1542.0000;2300.0000;7790310984291;Rubro: SNACKS
002353;002353;3D ORIGINAL 143G;3285.0000;0.0;28;12;1;0.8;0.2;0.2;1;0.0;0.0;0.0000;5800.0000;3942.0000;5800.0000;7790310985137;Rubro: SNACKS
002354;002354;LAYS FLAMIN HOT 70G;2142.0000;0.0;28;12;1;0.8;0.2;0.2;1;0.0;0.0;0.0000;3800.0000;2570.0000;3800.0000;7790310985328;Rubro: SNACKS
002355;002355;DORITOS QUESO 200G;5000.0000;0.0;28;12;1;0.7;0.2;0.2;1;0.0;0.0;0.0000;8500.0000;6000.0000;8500.0000;7790310985571;Rubro: SNACKS
002356;002356;TOSTITOS NACHOS 200G;4428.0000;0.0;28;12;1;0.7;0.2;0.2;1;0.0;0.0;0.0000;7500.0000;5314.0000;7500.0000;7790310006870;Rubro: SNACKS
002357;002357;CHEETOS QUESO 229G;4857.0000;0.0;28;12;1;0.8;0.2;0.2;1;0.0;0.0;0.0000;8500.0000;5828.0000;8500.0000;7790310985748;Rubro: SNACKS
002358;002358;CHEETOS ONDULADOS QUESO CREMA 85G;2142.0000;0.0;28;12;1;0.8;0.2;0.2;1;0.0;0.0;0.0000;3800.0000;2570.0000;3800.0000;7790310985670;Rubro: SNACKS
002359;002359;LAYS BARBACOA 77G;2142.0000;0.0;28;12;1;0.6;0.2;0.2;1;0.0;0.0;0.0000;3500.0000;2570.0000;3500.0000;7790310987766;Rubro: SNACKS
002360;002360;SPRITE ZERO 2.25LTS DESC.;3055.0000;0.0;1;1;1;0.7;0.2;0.2;1;0.0;0.0;0.0000;5200.0000;3666.0000;5200.0000;7790895064166;Rubro: BEBIDAS
002361;002361;CEPITA MANZANA 300ML;790.0000;0.0;1;1;1;1.0;0.2;0.2;1;0.0;0.0;0.0000;1600.0000;948.0000;1600.0000;7790895004926;Rubro: BEBIDAS
002362;002362;VINO SANTA JULIA CHENIN DULCE NAT 750ML;4594.0000;0.0;7;1;1;0.7;0.2;0.2;1;0.0;0.0;0.0000;7900.0000;5513.0000;7900.0000;7791728247091;Rubro: BEBIDAS
002363;002363;EDULCORANTE TUY SWEET 200ML;1625.0000;0.0;54;3;1;0.5;0.2;0.2;1;0.0;0.0;0.0000;2500.0000;1950.0000;2500.0000;7790150813355;Rubro: ALMACEN
002364;002364;EDULCORANTE TUY STEVIA CAJA X50;1590.0000;0.0;54;3;1;0.6;0.2;0.2;1;0.0;0.0;0.0000;2600.0000;1908.0000;2600.0000;7790150812747;Rubro: ALMACEN
002365;002365;EDULCORANTE TUY ZUCRA CAJA X50;1290.0000;0.0;54;3;1;0.6;0.2;0.2;1;0.0;0.0;0.0000;2000.0000;1548.0000;2000.0000;7790150812549;Rubro: ALMACEN
002366;002366;PAN MIGA GIMENEZ X50 GRANDE;9500.0000;0.0;49;3;1;0.4;0.2;0.2;1;0.0;0.0;0.0000;13000.0000;11400.0000;13000.0000;;Rubro: ALMACEN
002367;002367;RAFFAELLO BOMBON COCO X3 30G;1866.0000;0.0;9;5;1;0.4;0.2;0.2;1;0.0;0.0;0.0000;2700.0000;2239.0000;2700.0000;80052487;Rubro: GOLOSINAS
002368;002368;KINDER JOY HUEVO AZUL NENE 20G;1286.0000;0.0;9;5;1;0.7;0.2;0.2;1;0.0;0.0;0.0000;2200.0000;1543.0000;2200.0000;78602731;Rubro: GOLOSINAS
002369;002369;TODDY ALFAJOR MOUSSE BLANCO;909.0000;0.0;56;5;1;0.9;0.2;0.2;1;0.0;0.0;0.0000;1700.0000;1091.0000;1700.0000;7790380023630;Rubro: GOLOSINAS
002370;002370;TAPAS EMPANADAS AMICI FREIR;830.0000;0.0;35;3;1;0.8;0.2;0.2;1;0.0;0.0;0.0000;1500.0000;996.0000;1500.0000;7791664001306;Rubro: ALMACEN
002371;002371;PASCUALINA AMICI ROJA 350G;1006.0000;0.0;35;3;1;1.5;0.2;0.2;1;0.0;0.0;0.0000;2500.0000;1207.0000;2500.0000;7791664001320;Rubro: ALMACEN
002372;002372;HAMBURGUESA LA BLANCA X2 112G;487.0000;0.0;35;17;1;1.3;0.2;0.2;1;0.0;0.0;0.0000;1100.0000;584.0000;1100.0000;7790360008541;Rubro: CONGELADOS
002373;002373;HAMBURGUESA SWIFT DOBLE 112G;923.0000;0.0;35;3;1;1.1;0.2;0.2;1;0.0;0.0;0.0000;1900.0000;1108.0000;1900.0000;7790360966797;Rubro: ALMACEN
002374;002374;HAMBURGUESA SWIFT X4 CAJA 276G;1862.0000;0.0;35;3;1;0.8;0.2;0.2;1;0.0;0.0;0.0000;3400.0000;2234.0000;3400.0000;7790360966841;Rubro: ALMACEN
002375;002375;HAMBURGUESA SWIFT XTREMA 185G;1752.0000;0.0;35;3;1;0.8;0.2;0.2;1;0.0;0.0;0.0000;3200.0000;2102.0000;3200.0000;7790360980618;Rubro: ALMACEN
002376;002376;HAMBURGUESAS SWIFT CLASICA X4 320G;2856.0000;0.0;35;3;1;0.8;0.2;0.2;1;0.0;0.0;0.0000;5200.0000;3427.0000;5200.0000;7790360026576;Rubro: ALMACEN
002377;002377;HAMBURGUESA PALADINI CLASICAS 160G;1834.0000;0.0;35;3;1;0.8;0.2;0.2;1;0.0;0.0;0.0000;3300.0000;2201.0000;3300.0000;7790079020704;Rubro: ALMACEN
002378;002378;GRANJA DEL SOL VEGETALES P/ SALTEAR 400G;3390.0000;0.0;35;17;1;0.8;0.2;0.2;1;0.0;0.0;0.0000;6200.0000;4068.0000;6200.0000;7790070036407;Rubro: CONGELADOS
002379;002379;SUPREMITAS GDS CROCANTES 480G;5366.0000;0.0;35;17;1;0.8;0.2;0.2;1;0.0;0.0;0.0000;9500.0000;6439.0000;9500.0000;7790070036148;Rubro: CONGELADOS
002380;002380;GRANJA DEL SOL SUPREMAS ESPINACA Y QUESO 400G;4451.0000;0.0;35;17;1;0.8;0.2;0.2;1;0.0;0.0;0.0000;7900.0000;5341.0000;7900.0000;7790070036070;Rubro: CONGELADOS
002381;002381;MILANESA SOJA RELLENA ESPINACAGDS 380G;3199.0000;0.0;35;17;1;0.8;0.2;0.2;1;0.0;0.0;0.0000;5800.0000;3839.0000;5800.0000;7790070036032;Rubro: CONGELADOS
002382;002382;CHORIZOS SWIFT 400G;3353.0000;0.0;35;17;1;0.8;0.2;0.2;1;0.0;0.0;0.0000;5900.0000;4024.0000;5900.0000;7790360980625;Rubro: CONGELADOS
002383;002383;RAVIOLES LA ITALIANA JAMON Y MUZZA 1KG;2881.0000;0.0;35;3;1;1.1;0.2;0.2;1;0.0;0.0;0.0000;6000.0000;3457.0000;6000.0000;7791664000873;Rubro: ALMACEN
002384;002384;RAVIOLES LA ITALIANA POLLO Y VERD 1KG;2881.0000;0.0;35;3;1;1.1;0.2;0.2;1;0.0;0.0;0.0000;6000.0000;3457.0000;6000.0000;7791664000668;Rubro: ALMACEN
002385;002385;CAPELLETTIS LA ITALIANA CARNE 1KG;2881.0000;0.0;35;3;1;0.8;0.2;0.2;1;0.0;0.0;0.0000;5200.0000;3457.0000;5200.0000;7791664001016;Rubro: ALMACEN
002386;002386;RAVIOLES LA ITALIANA 4 QUESOS 1KG;2881.0000;0.0;35;3;1;1.0;0.2;0.2;1;0.0;0.0;0.0000;5800.0000;3457.0000;5800.0000;7791664006301;Rubro: ALMACEN
002387;002387;TAPAS DE EMPANADA LA ITALIANA FREIR 330G;881.0000;0.0;35;3;1;0.8;0.2;0.2;1;0.0;0.0;0.0000;1600.0000;1057.0000;1600.0000;7791664000279;Rubro: ALMACEN
002388;002388;MC CAIN HORN ARTESANALES 700G;4412.0000;0.0;35;3;1;0.8;0.2;0.2;1;0.0;0.0;0.0000;7900.0000;5294.0000;7900.0000;7797906054857;Rubro: ALMACEN
002389;002389;MC CAIN GOURMET CRISPERS 600G;3728.0000;0.0;35;3;1;1.3;0.2;0.2;1;0.0;0.0;0.0000;8700.0000;4474.0000;8700.0000;7797906055007;Rubro: ALMACEN
002390;002390;MC CAIN NOISETTES CLASICAS 1,2KG;6962.0000;0.0;35;3;1;0.8;0.2;0.2;1;0.0;0.0;0.0000;12500.0000;8354.0000;12500.0000;7797906054918;Rubro: ALMACEN
002391;002391;MC CAIN CLASICAS TRAD. 1,4KG;7331.0000;0.0;35;3;1;0.8;0.2;0.2;1;0.0;0.0;0.0000;13000.0000;8797.0000;13000.0000;7797906054819;Rubro: ALMACEN
002392;002392;MC CAIN AIRFRYER FINITAS 700G;4343.0000;0.0;35;3;1;1.1;0.2;0.2;1;0.0;0.0;0.0000;9100.0000;5212.0000;9100.0000;7797906055014;Rubro: ALMACEN
002393;002393;FORMITAS DE POLLO LUCCHETTI 350G;2722.0000;0.0;35;3;1;0.8;0.2;0.2;1;0.0;0.0;0.0000;4900.0000;3266.0000;4900.0000;7790070036636;Rubro: ALMACEN
002394;002394;MEDALLONES POLLO CROCANTES 330G;3416.0000;0.0;35;3;1;0.8;0.2;0.2;1;0.0;0.0;0.0000;6000.0000;4099.0000;6000.0000;7790070036131;Rubro: ALMACEN
002395;002395;CRACKEADAS ARROZ GALLO 100G;1081.0000;0.0;35;12;1;0.8;0.2;0.2;1;0.0;0.0;0.0000;1900.0000;1297.0000;1900.0000;7790070418401;Rubro: SNACKS
002396;002396;GALLITAS DULCES ARROZ GALLO 100G;1055.0000;0.0;35;3;1;0.8;0.2;0.2;1;0.0;0.0;0.0000;1900.0000;1266.0000;1900.0000;7790070417237;Rubro: ALMACEN
002397;002397;CHIPS GALLO PICANTES 100G;1288.0000;0.0;35;3;1;0.8;0.2;0.2;1;0.0;0.0;0.0000;2300.0000;1546.0000;2300.0000;7790070431752;Rubro: ALMACEN
002398;002398;GALLITAS DULCES ARROZ LIMON 100G;1055.0000;0.0;35;3;1;0.8;0.2;0.2;1;0.0;0.0;0.0000;1900.0000;1266.0000;1900.0000;7790070417244;Rubro: ALMACEN
002399;002399;CHIPS GALLO JAMON FAMILIAR 150G;1550.0000;0.0;35;3;1;0.8;0.2;0.2;1;0.0;0.0;0.0000;2800.0000;1860.0000;2800.0000;7790070417190;Rubro: ALMACEN
002400;002400;BIZCOCHOS DULCES ARROZ GALLO 100G;1068.0000;0.0;35;12;1;0.8;0.2;0.2;1;0.0;0.0;0.0000;1900.0000;1282.0000;1900.0000;7790070103048;Rubro: SNACKS
002401;002401;MYLANTA X1;437.0000;0.0;2;14;1;1.3;0.2;0.2;1;0.0;0.0;0.0000;1000.0000;524.0000;1000.0000;;Rubro: MEDICAMENTOS
002402;002402;NUESTROS SABORES CHIPS PAPAS THAI 80G;1500.0000;0.0;2;12;1;0.5;0.2;0.2;1;0.0;0.0;0.0000;2300.0000;1800.0000;2300.0000;7798171733171;Rubro: SNACKS
002403;002403;SALADIX CAJA XTRA PICANTE CAJA 100G;1073.0000;0.0;10;5;1;0.5;0.2;0.2;1;0.0;0.0;0.0000;1600.0000;1288.0000;1600.0000;7790040147775;Rubro: GOLOSINAS
002404;002404;SALADIX CAJA FUEGO PICANTE 100G;1073.0000;0.0;10;5;1;1.0;0.2;0.2;1;0.0;0.0;0.0000;2100.0000;1288.0000;2100.0000;7790040141254;Rubro: GOLOSINAS
002405;002405;SALAQDIX STICK PICANTE 80G;1214.0000;0.0;10;5;1;0.6;0.2;0.2;1;0.0;0.0;0.0000;1900.0000;1457.0000;1900.0000;7790040141278;Rubro: GOLOSINAS
002406;002406;SALADIX PAPAS CREMA Y CEBOLLA 95G;1576.0000;0.0;10;5;1;0.6;0.2;0.2;1;0.0;0.0;0.0000;2500.0000;1891.0000;2500.0000;7790040129610;Rubro: GOLOSINAS
002407;002407;SALADIX PAPAS CHEDDAR 95G;1576.0000;0.0;10;5;1;0.6;0.2;0.2;1;0.0;0.0;0.0000;2500.0000;1891.0000;2500.0000;7790040125063;Rubro: GOLOSINAS
002408;002408;SALADIX CHIPS PICANTE 60G;1214.0000;0.0;10;12;1;0.6;0.2;0.2;1;0.0;0.0;0.0000;1900.0000;1457.0000;1900.0000;7790040133846;Rubro: SNACKS
002409;002409;POWERADE MANZANA 500ML;1371.0000;0.0;1;1;1;0.8;0.2;0.2;1;0.0;0.0;0.0000;2400.0000;1645.0000;2400.0000;7790895640018;Rubro: BEBIDAS
002410;002410;TWISTOS JAMON 155G;3071.0000;0.0;28;12;1;0.9;0.2;0.2;1;0.0;0.0;0.0000;5800.0000;3685.0000;5800.0000;7790310984475;Rubro: SNACKS
002411;002411;LAYS CLASICAS 230G;5000.0000;0.0;28;12;1;0.8;0.2;0.2;1;0.0;0.0;0.0000;8900.0000;6000.0000;8900.0000;7790310984734;Rubro: SNACKS
002412;002412;PILAS AAA DURACEL X2 UNIDADES;1290.0000;0.0;42;3;1;1.3;0.2;0.2;1;0.0;0.0;0.0000;3000.0000;1548.0000;3000.0000;7798347085509;Rubro: ALMACEN
002413;002413;MUZZARELLA LS SIN TAC 220G;2241.0000;0.0;12;7;1;0.7;0.2;0.2;1;0.0;0.0;0.0000;3900.0000;2689.0000;3900.0000;7790742239907;Rubro: LACTEOS
002414;002414;SALCHICHAS GRANJA IRIS 225G;1949.0000;0.0;12;7;1;0.8;0.2;0.2;1;0.0;0.0;0.0000;3500.0000;2339.0000;3500.0000;7798164602972;Rubro: LACTEOS
002415;002415;CASANCREN BALANCE VERDE 500G;5232.0000;0.0;12;7;1;0.7;0.2;0.2;1;0.0;0.0;0.0000;8900.0000;6278.0000;8900.0000;7791337061507;Rubro: LACTEOS
002416;002416;DANONINO LS BOT FRUTILLA 100G;1254.0000;0.0;12;7;1;0.9;0.2;0.2;1;0.0;0.0;0.0000;2400.0000;1505.0000;2400.0000;7791337008670;Rubro: LACTEOS
002417;002417;BAGGIO FRESH AGUA SAB. PERA 1.5L;948.0000;0.0;7;1;1;1.0;0.2;0.2;1;0.0;0.0;0.0000;1900.0000;1138.0000;1900.0000;7790036001661;Rubro: BEBIDAS
002418;002418;TALACASTO VINO TINTO CAJA 1L;1482.0000;0.0;7;1;1;0.6;0.2;0.2;1;0.0;0.0;0.0000;2300.0000;1778.0000;2300.0000;7790036846262;Rubro: BEBIDAS
002419;002419;TURRON ARCOR ROCKLETS 25G;650.0000;0.0;10;5;1;0.1;0.2;0.2;1;0.0;0.0;0.0000;780.0000;780.0000;700.0000;77993540;Rubro: GOLOSINAS
002420;002420;MANI COLOR ARCOR 80G;1440.0000;0.0;10;5;1;0.7;0.2;0.2;1;0.0;0.0;0.0000;2500.0000;1728.0000;2500.0000;7790580106195;Rubro: GOLOSINAS
002421;002421;BUDIN ARCOR S/ FRUTAS 215G;2532.0000;0.0;10;5;1;0.5;0.2;0.2;1;0.0;0.0;0.0000;3800.0000;3038.0000;3800.0000;7790040127173;Rubro: GOLOSINAS
002422;002422;BUDIN ARCOR MARMOLADO 215G;2532.0000;0.0;10;5;1;0.5;0.2;0.2;1;0.0;0.0;0.0000;3800.0000;3038.0000;3800.0000;7790040127197;Rubro: GOLOSINAS
002423;002423;BUDIN BAGLEY  S/ FRUTAS 215G;2840.0000;0.0;10;5;1;0.5;0.2;0.2;1;0.0;0.0;0.0000;4300.0000;3408.0000;4300.0000;7790040127203;Rubro: GOLOSINAS
002424;002424;BUDIN BAGLEY C/ FRUTAS 215G;2840.0000;0.0;10;5;1;0.5;0.2;0.2;1;0.0;0.0;0.0000;4300.0000;3408.0000;4300.0000;7790040127227;Rubro: GOLOSINAS
002425;002425;PAN DULCE ARCOR C/ FRUTAS 400G;5604.0000;0.0;10;5;1;0.2;0.2;0.2;1;0.0;0.0;0.0000;6725.0000;6725.0000;6500.0000;7790040127272;Rubro: GOLOSINAS
002426;002426;PAN DULCE COFLER DDL Y CHIPS RELL 450G;7676.0000;0.0;10;5;1;0.4;0.2;0.2;1;0.0;0.0;0.0000;10900.0000;9211.0000;10900.0000;7790040152823;Rubro: GOLOSINAS
002427;002427;ALMENDRAS COFLER 100G;4811.0000;0.0;10;5;1;0.4;0.2;0.2;1;0.0;0.0;0.0000;6900.0000;5773.0000;6900.0000;7790580141721;Rubro: GOLOSINAS
002428;002428;TURRON ARCOR ALMENDRAS 100G;3466.0000;0.0;10;5;1;0.6;0.2;0.2;1;0.0;0.0;0.0000;5500.0000;4159.0000;5500.0000;7790580147709;Rubro: GOLOSINAS
002429;002429;TURRON ARCOR CRANBERRIES 100G;3466.0000;0.0;10;5;1;0.6;0.2;0.2;1;0.0;0.0;0.0000;5500.0000;4159.0000;5500.0000;7790580147686;Rubro: GOLOSINAS
002430;002430;BUDIN COFLER CHIPS CHOCOLATE 215G;3454.0000;0.0;10;5;1;0.6;0.2;0.2;1;0.0;0.0;0.0000;5500.0000;4145.0000;5500.0000;7790040152960;Rubro: GOLOSINAS
002431;002431;BUDIN AGUILA CHIPS CHOCO 215G;3454.0000;0.0;10;5;1;0.6;0.2;0.2;1;0.0;0.0;0.0000;5500.0000;4145.0000;5500.0000;7790040152977;Rubro: GOLOSINAS
002432;002432;MINI ROCKLETS 120G;3916.0000;0.0;10;5;1;0.5;0.2;0.2;1;0.0;0.0;0.0000;5900.0000;4699.0000;5900.0000;7790580418106;Rubro: GOLOSINAS
002433;002433;ROCKLETS ARCOR 120G;3916.0000;0.0;10;5;1;0.5;0.2;0.2;1;0.0;0.0;0.0000;5900.0000;4699.0000;5900.0000;7790580415808;Rubro: GOLOSINAS
002434;002434;CROCANTE DE MANI ARCOR 80G;2086.0000;0.0;10;5;1;0.5;0.2;0.2;1;0.0;0.0;0.0000;3200.0000;2503.0000;3200.0000;7790580326500;Rubro: GOLOSINAS
002435;002435;TURRON DE MANI ARCOR 80G;967.0000;0.0;10;5;1;0.7;0.2;0.2;1;0.0;0.0;0.0000;1600.0000;1160.0000;1600.0000;7790580240400;Rubro: GOLOSINAS
002436;002436;TURRON DE MANI ARCOR 120G;1451.0000;0.0;10;5;1;0.7;0.2;0.2;1;0.0;0.0;0.0000;2400.0000;1741.0000;2400.0000;7790580283506;Rubro: GOLOSINAS
002437;002437;TURRON DE MANI ARCOR 280G;3175.0000;0.0;10;5;1;0.6;0.2;0.2;1;0.0;0.0;0.0000;5000.0000;3810.0000;5000.0000;7790580240219;Rubro: GOLOSINAS
002438;002438;GARRAPIÑADA MANI ARCOR 80G;998.0000;0.0;10;5;1;0.6;0.2;0.2;1;0.0;0.0;0.0000;1600.0000;1198.0000;1600.0000;7790580195809;Rubro: GOLOSINAS
002439;002439;TURRON DE COCO ARCOR 80G;967.0000;0.0;10;5;1;0.8;0.2;0.2;1;0.0;0.0;0.0000;1700.0000;1160.0000;1700.0000;7790580124793;Rubro: GOLOSINAS
002440;002440;HELADO LM FRUTIS 100G;1183.0000;0.0;50;18;1;0.7;0.2;0.2;1;0.0;0.0;0.0000;2000.0000;1420.0000;2000.0000;7798131010557;Rubro: HELADOS
002441;002441;HELADO ROCKLETS 95G;2747.0000;0.0;10;18;1;0.6;0.2;0.2;1;0.0;0.0;0.0000;4500.0000;3296.0000;4500.0000;7790580147846;Rubro: HELADOS
002442;002442;HELADO BOB ESCOCES X6U 540G;10866.0000;0.0;10;18;1;0.5;0.2;0.2;1;0.0;0.0;0.0000;16500.0000;13039.0000;16500.0000;7790580147815;Rubro: HELADOS
002443;002443;ALFAJOR FANTOCHE TRIPLE BLANCO 85G;760.0000;0.0;54;5;1;1.1;0.2;0.2;1;0.0;0.0;0.0000;1600.0000;912.0000;1600.0000;77991584;Rubro: GOLOSINAS
002444;002444;ALFAJOR FANTOCHE TRIPLE NEGRO 85G;760.0000;0.0;54;5;1;1.1;0.2;0.2;1;0.0;0.0;0.0000;1600.0000;912.0000;1600.0000;77991577;Rubro: GOLOSINAS
002445;002445;ECOVITA ULTRA BRILLO 380ML;981.0000;0.0;42;6;1;1.0;0.2;0.2;1;0.0;0.0;0.0000;2000.0000;1177.0000;2000.0000;7798124362618;Rubro: LIMPIEZA E HIGIENE
002446;002446;ECOVITA LIQ LAVA ROPA BAJA ESP 800ML;1151.0000;0.0;42;6;1;1.2;0.2;0.2;1;0.0;0.0;0.0000;2500.0000;1381.0000;2500.0000;7798124362229;Rubro: LIMPIEZA E HIGIENE
002447;002447;PURE DE TOMATE LA HUERTA 210ML;443.0000;0.0;7;3;1;1.0;0.2;0.2;1;0.0;0.0;0.0000;900.0000;532.0000;900.0000;7790036973036;Rubro: ALMACEN
002448;002448;TE VERDE MANDARINA CACHAMAI X20;320.0000;0.0;42;3;1;3.7;0.2;0.2;1;0.0;0.0;0.0000;1500.0000;384.0000;1500.0000;7792280000124;Rubro: ALMACEN
002449;002449;TE HIERBAS CACHAMAI X20;350.0000;0.0;42;3;1;3.3;0.2;0.2;1;0.0;0.0;0.0000;1500.0000;420.0000;1500.0000;7792280000339;Rubro: ALMACEN
002450;002450;DULCE MEMBRILLO PROFECIA X KG.;1974.0000;0.0;42;3;1;1.0;0.2;0.2;1;0.0;0.0;0.0000;4000.0000;2369.0000;4000.0000;;Rubro: ALMACEN
002451;002451;ZORRO JABON LAVA ROPA MATIC 800ML;2044.0000;0.0;42;6;1;0.7;0.2;0.2;1;0.0;0.0;0.0000;3500.0000;2453.0000;3500.0000;7790990003817;Rubro: LIMPIEZA E HIGIENE
002452;002452;JABON BLANCO FEDERAL X1;950.0000;0.0;42;6;1;0.6;0.2;0.2;1;0.0;0.0;0.0000;1500.0000;1140.0000;1500.0000;7790990001813;Rubro: LIMPIEZA E HIGIENE
002453;002453;ACE JABON LAVA ROPA 800ML;2169.0000;0.0;42;6;1;0.6;0.2;0.2;1;0.0;0.0;0.0000;3500.0000;2603.0000;3500.0000;7790990002964;Rubro: LIMPIEZA E HIGIENE
002454;002454;PLUSBELLE ANTITRASP. ORGINAL 150ML;2563.0000;0.0;42;6;1;0.5;0.2;0.2;1;0.0;0.0;0.0000;3900.0000;3076.0000;3900.0000;7790740500672;Rubro: LIMPIEZA E HIGIENE
002455;002455;PLUSBELLE ANTITRANSP. JAZMIN 150ML;2563.0000;0.0;42;6;1;0.8;0.2;0.2;1;0.0;0.0;0.0000;4700.0000;3076.0000;4700.0000;7790740500696;Rubro: LIMPIEZA E HIGIENE
002456;002456;PLUSBELLE ANTITRANSP. ALOE 150ML;2563.0000;0.0;42;6;1;0.8;0.2;0.2;1;0.0;0.0;0.0000;4700.0000;3076.0000;4700.0000;7790740500689;Rubro: LIMPIEZA E HIGIENE
002457;002457;SLICES PAPAS FRITAS JAMON SERRANO 250G;3400.0000;0.0;44;12;1;0.9;0.2;0.2;1;0.0;0.0;0.0000;6500.0000;4080.0000;6500.0000;7798066075553;Rubro: SNACKS
002458;002458;NOQUIS LUCCHETTI 500G;3000.0000;0.0;35;3;1;0.8;0.2;0.2;1;0.0;0.0;0.0000;5500.0000;3600.0000;5500.0000;7790070562043;Rubro: ALMACEN
002459;002459;DURAZNOS DULCOR LATA 820G;1156.0000;0.0;35;3;1;0.8;0.2;0.2;1;0.0;0.0;0.0000;2100.0000;1387.0000;2100.0000;7793046080008;Rubro: ALMACEN
002460;002460;PAÑO COCINA NIDO ABEJA;647.0000;0.0;35;6;1;0.9;0.2;0.2;1;0.0;0.0;0.0000;1200.0000;776.0000;1200.0000;7798117580364;Rubro: LIMPIEZA E HIGIENE
