IDArt;CodProveedor;Articulo;PrecioCosto;PorcIVA;IDProveedor;IDRubro;IDMoneda;MargenMin;MargenInt;MargenMay;UniBulto;PorcDto;PorcRec;PrecioFlete;PVMin;PVInt;PVMay;CodBarra;Nota
000674;000674;DESODORANTE REXONA ACTIVE EMOTION 150ML;;0.0;2;6;1;0.2;0.2;0.2;1;0.0;0.0;0.0000;3600.0000;0.0000;3600.0000;7791293049540;Rubro: LIMPIEZA E HIGIENE
000675;000675;GANCIA 950ML;5871.0000;0.0;2;1;1;0.8;0.2;0.2;1;0.0;0.0;0.0000;10400.0000;7045.0000;10400.0000;7790950000160;Rubro: BEBIDAS
000676;000676;YOGUR VIDA SANCOR VAINILLA 900G;;0.0;14;7;1;0.2;0.2;0.2;1;0.0;0.0;0.0000;2700.0000;0.0000;2700.0000;7798321152340;Rubro: LACTEOS
000677;000677;YOGUR YOGS ZUCARITAS 165G;;0.0;14;7;1;0.2;0.2;0.2;1;0.0;0.0;0.0000;1700.0000;0.0000;1700.0000;7798321152463;Rubro: LACTEOS
000678;000678;SORRENTINOS DON YEYO JAMON Y QUESO 400G;3221.0000;0.0;14;7;1;0.4;0.2;0.2;1;0.0;0.0;0.0000;4500.0000;3865.0000;4500.0000;7795293006619;Rubro: LACTEOS
000679;000679;LUCCHEETTI PAN RALLADO 500G;;0.0;2;3;1;0.2;0.2;0.2;1;0.0;0.0;0.0000;1800.0000;0.0000;1800.0000;7790070433275;Rubro: ALMACEN
000680;000680;LUCCHETTI REBOZADOR 500G;;0.0;2;3;1;0.2;0.2;0.2;1;0.0;0.0;0.0000;1300.0000;0.0000;1300.0000;7790070433299;Rubro: ALMACEN
000681;000681;QUESO RALLADO LA SERENISIMA 35G;990.0000;0.0;12;7;1;0.9;0.2;0.2;1;0.0;0.0;0.0000;1900.0000;1188.0000;1900.0000;7790742222909;Rubro: LACTEOS
000682;000682;YERBA CBSE POMELO 500G;1562.0000;0.0;2;3;1;0.7;0.2;0.2;1;0.0;0.0;0.0000;2600.0000;1874.0000;2600.0000;7790710334610;Rubro: ALMACEN
000683;000683;YERBA CBSE GUARANA 500G;1657.0000;0.0;40;3;1;0.4;0.2;0.2;1;0.0;0.0;0.0000;2400.0000;1988.0000;2400.0000;7790710334603;Rubro: ALMACEN
000684;000684;HARINA PUREZA MASA MADRE 500G;;0.0;13;3;1;0.2;0.2;0.2;1;0.0;0.0;0.0000;2400.0000;0.0000;2400.0000;7792180141941;Rubro: ALMACEN
000685;000685;HARINA MAROLIO 0000 500G;;0.0;13;3;1;0.2;0.2;0.2;1;0.0;0.0;0.0000;1100.0000;0.0000;1100.0000;7797470005668;Rubro: ALMACEN
000686;000686;CEREALES LASFOR BOLITAS CHOCO 180G;1200.0000;0.0;13;3;1;0.5;0.2;0.2;1;0.0;0.0;0.0000;1800.0000;1440.0000;1800.0000;7798169802827;Rubro: ALMACEN
000687;000687;CEREALES LASFOR ARITOS FRUT 180G;1200.0000;0.0;13;3;1;0.5;0.2;0.2;1;0.0;0.0;0.0000;1800.0000;1440.0000;1800.0000;7798169802834;Rubro: ALMACEN
000688;000688;CEREALES MAROLIO COPOS AZ. 200G;1200.0000;0.0;13;3;1;0.5;0.2;0.2;1;0.0;0.0;0.0000;1800.0000;1440.0000;1800.0000;7797470197493;Rubro: ALMACEN
000689;000689;CEREALES KELLOGS CHOCOKRISPIS 265G;3000.0000;0.0;13;3;1;0.5;0.2;0.2;1;0.0;0.0;0.0000;4500.0000;3600.0000;4500.0000;7702103503916;Rubro: ALMACEN
000690;000690;CEREALES KELLOGS ZUCARITAS 150G;1500.0000;0.0;13;3;1;0.7;0.2;0.2;1;0.0;0.0;0.0000;2500.0000;1800.0000;2500.0000;7896004004938;Rubro: ALMACEN
000691;000691;CEREALES KELLOGS FROOT LOPS 195G;2500.0000;0.0;13;3;1;0.6;0.2;0.2;1;0.0;0.0;0.0000;3900.0000;3000.0000;3900.0000;7702103751416;Rubro: ALMACEN
000692;000692;ACEITE COCINERO GIRASOL 900ML;1982.0000;0.0;13;3;1;1.0;0.2;0.2;1;0.0;0.0;0.0000;4000.0000;2378.0000;4000.0000;7790070012050;Rubro: ALMACEN
000693;000693;GALLETAS MINI POLVORITA VAINILLA AZUL 152G;;0.0;13;5;1;0.2;0.2;0.2;1;0.0;0.0;0.0000;1000.0000;0.0000;1000.0000;7790040139251;Rubro: GOLOSINAS
000694;000694;GALLETAS MINI POLVORITA VAINILLA ROJA 152G;;0.0;13;5;1;0.2;0.2;0.2;1;0.0;0.0;0.0000;1000.0000;0.0000;1000.0000;7790040139220;Rubro: GOLOSINAS
000695;000695;ALMOHADITAS MAROLIO CHOCOLATE 152G;1500.0000;0.0;13;5;1;0.5;0.2;0.2;1;0.0;0.0;0.0000;2200.0000;1800.0000;2200.0000;7797470009963;Rubro: GOLOSINAS
000696;000696;ALMOHADITAS MAROLIO FRUTIILA 152G;1500.0000;0.0;13;3;1;0.5;0.2;0.2;1;0.0;0.0;0.0000;2200.0000;1800.0000;2200.0000;7797470009970;Rubro: ALMACEN
000697;000697;TOSTADAS RIERA ORGANICAS 200G;;0.0;13;3;1;0.2;0.2;0.2;1;0.0;0.0;0.0000;2300.0000;0.0000;2300.0000;7790071070516;Rubro: ALMACEN
000698;000698;TOSTADAS RIERA INTEGRALES 200G;;0.0;13;3;1;0.2;0.2;0.2;1;0.0;0.0;0.0000;1700.0000;0.0000;1700.0000;7790071090330;Rubro: ALMACEN
000699;000699;GALLETAS SURTIDAS FESTIVA 300G;;0.0;13;5;1;0.2;0.2;0.2;1;0.0;0.0;0.0000;1500.0000;0.0000;1500.0000;7798102500889;Rubro: GOLOSINAS
000700;000700;DOS ANCLAS OREGANO 25G;;0.0;13;3;1;0.2;0.2;0.2;1;0.0;0.0;0.0000;1300.0000;0.0000;1300.0000;7792900990613;Rubro: ALMACEN
000701;000701;DOS ANCLAS TOMILLO 35G;;0.0;13;3;1;0.2;0.2;0.2;1;0.0;0.0;0.0000;1400.0000;0.0000;1400.0000;7792900990606;Rubro: ALMACEN
000702;000702;DOS ANCLAS CEBOLLA DESH 75G;;0.0;13;3;1;0.2;0.2;0.2;1;0.0;0.0;0.0000;3900.0000;0.0000;3900.0000;7792900990576;Rubro: ALMACEN
000703;000703;DOS ANCLAS PIMIENTA BLANCA GRANO 25G;;0.0;13;3;1;0.2;0.2;0.2;1;0.0;0.0;0.0000;2100.0000;0.0000;2100.0000;7790150551363;Rubro: ALMACEN
000704;000704;DOS ANCLAS PIMIENTA NEGRA GRANO 25G;;0.0;13;3;1;0.2;0.2;0.2;1;0.0;0.0;0.0000;2100.0000;0.0000;2100.0000;7790150556368;Rubro: ALMACEN
000705;000705;DOS ANCLAS PIMIENTA NEGRA MOLIDA 25G;;0.0;13;3;1;0.2;0.2;0.2;1;0.0;0.0;0.0000;2100.0000;0.0000;2100.0000;7792900009162;Rubro: ALMACEN
000706;000706;DOS ANCLAS PIMIENTA BLANCA MOLIDA 25G;;0.0;13;3;1;0.2;0.2;0.2;1;0.0;0.0;0.0000;2900.0000;0.0000;2900.0000;7792900009025;Rubro: ALMACEN
000707;000707;DOS ANCLAS PEREJIL 25G;;0.0;13;3;1;0.2;0.2;0.2;1;0.0;0.0;0.0000;2100.0000;0.0000;2100.0000;7790150545287;Rubro: ALMACEN
000708;000708;DOS ANCLAS CHIMICHURRI 20G;;0.0;13;3;1;0.2;0.2;0.2;1;0.0;0.0;0.0000;1400.0000;0.0000;1400.0000;7792900910635;Rubro: ALMACEN
000709;000709;DOS ANCLAS AJI TRITURADO 25G;;0.0;13;3;1;0.2;0.2;0.2;1;0.0;0.0;0.0000;1300.0000;0.0000;1300.0000;7790150406915;Rubro: ALMACEN
000710;000710;DOS ANCLAS AJO DESH 20G;;0.0;13;3;1;0.2;0.2;0.2;1;0.0;0.0;0.0000;1300.0000;0.0000;1300.0000;7792900990859;Rubro: ALMACEN
000711;000711;DOS ANCLAS MEZCLAS DE ESPECIAS 25G;;0.0;13;3;1;0.2;0.2;0.2;1;0.0;0.0;0.0000;1000.0000;0.0000;1000.0000;7792900092829;Rubro: ALMACEN
000712;000712;HELLMANNS SALSA GOLF 125G;;0.0;13;3;1;0.2;0.2;0.2;1;0.0;0.0;0.0000;1800.0000;0.0000;1800.0000;7794000007758;Rubro: ALMACEN
000713;000713;SOPA KNORR VEGETALES 60G;1350.0000;0.0;13;3;1;0.6;0.2;0.2;1;0.0;0.0;0.0000;2200.0000;1620.0000;2200.0000;7794000005877;Rubro: ALMACEN
000714;000714;SOPA KNORR LETRAS 107G;1350.0000;0.0;13;3;1;1.6;0.2;0.2;1;0.0;0.0;0.0000;3500.0000;1620.0000;3500.0000;7794000005839;Rubro: ALMACEN
000715;000715;NESTLE LECHE CONDENSADA DESCREMADA 395G;;0.0;11;3;1;0.2;0.2;0.2;1;0.0;0.0;0.0000;4500.0000;0.0000;4500.0000;8445290883858;Rubro: ALMACEN
000716;000716;MINERVA LIMON 500ML;;0.0;13;3;1;0.2;0.2;0.2;1;0.0;0.0;0.0000;3300.0000;0.0000;3300.0000;7790070507341;Rubro: ALMACEN
000717;000717;TODDY CHOCOLATE 360G;2674.0000;0.0;13;3;1;0.5;0.2;0.2;1;0.0;0.0;0.0000;3900.0000;3209.0000;3900.0000;7790380023418;Rubro: ALMACEN
000718;000718;LEVADURA MI PAN INST 10G X1;;0.0;13;3;1;0.2;0.2;0.2;1;0.0;0.0;0.0000;1000.0000;0.0000;1000.0000;7790813150131;Rubro: ALMACEN
000719;000719;SAL FINA DOS ANCLAS CAJA 500G;;0.0;13;3;1;0.2;0.2;0.2;1;0.0;0.0;0.0000;1400.0000;0.0000;1400.0000;7792900000138;Rubro: ALMACEN
000720;000720;RAPIDITAS INTEGRALES 10U 275G;;0.0;13;3;1;0.2;0.2;0.2;1;0.0;0.0;0.0000;2700.0000;0.0000;2700.0000;7793890258288;Rubro: ALMACEN
000721;000721;PAN LACTAL SALVADO 330G;;0.0;31;3;1;0.2;0.2;0.2;1;0.0;0.0;0.0000;3700.0000;0.0000;3700.0000;7793890258776;Rubro: ALMACEN
000722;000722;PAN LACTAL MESA 315G;;0.0;31;3;1;0.2;0.2;0.2;1;0.0;0.0;0.0000;3200.0000;0.0000;3200.0000;7793890258769;Rubro: ALMACEN
000723;000723;ZORRO JABON LIQUIDO ESCUDO PROT. 800ML;;0.0;13;6;1;0.2;0.2;0.2;1;0.0;0.0;0.0000;2800.0000;0.0000;2800.0000;7790990001875;Rubro: LIMPIEZA E HIGIENE
000724;000724;ZORRO JABON LIQUIDO QUITAMANCHA 800ML;;0.0;13;6;1;0.2;0.2;0.2;1;0.0;0.0;0.0000;2800.0000;0.0000;2800.0000;7790990001844;Rubro: LIMPIEZA E HIGIENE
000725;000725;PAÑUELOS DESCARTABLES ELITE 10P;;0.0;13;6;1;0.2;0.2;0.2;1;0.0;0.0;0.0000;500.0000;0.0000;500.0000;7790250000358;Rubro: LIMPIEZA E HIGIENE
000726;000726;DURACELL PILAS AA X2 UNIDADES;1725.0000;0.0;9;3;1;1.3;0.2;0.2;1;0.0;0.0;0.0000;4000.0000;2070.0000;4000.0000;041333014630;Rubro: ALMACEN
000727;000727;DURACELL PILAS AAA X2 UNIDADES;1725.0000;0.0;13;3;1;1.2;0.2;0.2;1;0.0;0.0;0.0000;3800.0000;2070.0000;3800.0000;041333045412;Rubro: ALMACEN
000728;000728;MATE COCIDO TARAGUI 25U;;0.0;2;3;1;0.2;0.2;0.2;1;0.0;0.0;0.0000;2000.0000;0.0000;2000.0000;7790387800050;Rubro: ALMACEN
000729;000729;ESENCIAL ESPONJA BRONCE 14G;;0.0;13;6;1;0.2;0.2;0.2;1;0.0;0.0;0.0000;1100.0000;0.0000;1100.0000;7797470131602;Rubro: LIMPIEZA E HIGIENE
000730;000730;COLGATE CREMA DENTAL 70G;1999.0000;0.0;13;6;1;0.5;0.2;0.2;1;0.0;0.0;0.0000;2900.0000;2399.0000;2900.0000;7509546692135;Rubro: LIMPIEZA E HIGIENE
000731;000731;SHAMPOO SEDAL CREMA BAL 190ML;;0.0;13;6;1;0.2;0.2;0.2;1;0.0;0.0;0.0000;2600.0000;0.0000;2600.0000;7791293045665;Rubro: LIMPIEZA E HIGIENE
000732;000732;MAGISTRAL DETERGENTE 215ML;;0.0;13;6;1;0.2;0.2;0.2;1;0.0;0.0;0.0000;1800.0000;0.0000;1800.0000;7790990003015;Rubro: LIMPIEZA E HIGIENE
000733;000733;ALA DETERGENTE LIMON 750ML;1500.0000;0.0;13;6;1;0.6;0.2;0.2;1;0.0;0.0;0.0000;2400.0000;1800.0000;2400.0000;7791290793927;Rubro: LIMPIEZA E HIGIENE
000734;000734;ALA DETERGENTE FLORES BLANCAS 750ML;1500.0000;0.0;13;6;1;0.6;0.2;0.2;1;0.0;0.0;0.0000;2400.0000;1800.0000;2400.0000;7791290794900;Rubro: LIMPIEZA E HIGIENE
000735;000735;JABON TOCADOR LUX BOTANICALS 120G;;0.0;13;6;1;0.2;0.2;0.2;1;0.0;0.0;0.0000;1200.0000;0.0000;1200.0000;7791293050843;Rubro: LIMPIEZA E HIGIENE
000736;000736;LAVANDINA ESENCIAL 1L;;0.0;13;6;1;0.2;0.2;0.2;1;0.0;0.0;0.0000;1200.0000;0.0000;1200.0000;7797470130162;Rubro: LIMPIEZA E HIGIENE
000737;000737;DESODORANTE DE PISO ESENCIAL DULZURA BEBE 900ML;;0.0;13;6;1;0.2;0.2;0.2;1;0.0;0.0;0.0000;1500.0000;0.0000;1500.0000;7797470133415;Rubro: LIMPIEZA E HIGIENE
000738;000738;CEPILLO DE DIENTES COLGATE SUAVE;1000.0000;0.0;13;6;1;0.6;0.2;0.2;1;0.0;0.0;0.0000;1600.0000;1200.0000;1600.0000;7891024184509;Rubro: LIMPIEZA E HIGIENE
000739;000739;TULIPAN ULTRA RESISTENTE;0.1000;0.0;13;6;1;0.2;0.2;0.2;1;0.0;0.0;0.0000;2200.0000;0.0000;2200.0000;7791014001161;Rubro: LIMPIEZA E HIGIENE
000740;000740;TULIPAN FRUTILLA;;0.0;13;6;1;0.2;0.2;0.2;1;0.0;0.0;0.0000;2200.0000;0.0000;2200.0000;7791014001178;Rubro: LIMPIEZA E HIGIENE
000741;000741;TULIPAN CONTROL RETARDANTE;0.1000;0.0;13;6;1;0.2;0.2;0.2;1;0.0;0.0;0.0000;2200.0000;0.0000;2200.0000;7791014001772;Rubro: LIMPIEZA E HIGIENE
000742;000742;TULIPAN TATTO;;0.0;13;6;1;0.2;0.2;0.2;1;0.0;0.0;0.0000;2200.0000;0.0000;2200.0000;7791014122088;Rubro: LIMPIEZA E HIGIENE
000743;000743;TULIPAN DOBLE PLACER;;0.0;13;6;1;0.2;0.2;0.2;1;0.0;0.0;0.0000;2200.0000;0.0000;2200.0000;7791014121753;Rubro: LIMPIEZA E HIGIENE
000744;000744;TULIPAN NEON;;0.0;13;6;1;0.2;0.2;0.2;1;0.0;0.0;0.0000;2200.0000;0.0000;2200.0000;7791014001765;Rubro: LIMPIEZA E HIGIENE
000745;000745;TULIPAN TEXTURADO;;0.0;13;6;1;0.2;0.2;0.2;1;0.0;0.0;0.0000;2200.0000;0.0000;2200.0000;7791014090332;Rubro: LIMPIEZA E HIGIENE
000746;000746;TULIPAN CLASICO;;0.0;13;6;1;0.2;0.2;0.2;1;0.0;0.0;0.0000;2200.0000;0.0000;2200.0000;7791014090325;Rubro: LIMPIEZA E HIGIENE
000747;000747;TULIPAN ULTRA FINO;;0.0;13;6;1;0.2;0.2;0.2;1;0.0;0.0;0.0000;2200.0000;0.0000;2200.0000;7791014001802;Rubro: LIMPIEZA E HIGIENE
000748;000748;TUILPAN SUPER FINO;0.1000;0.0;13;6;1;0.2;0.2;0.2;1;0.0;0.0;0.0000;2200.0000;0.0000;2200.0000;7791014001154;Rubro: LIMPIEZA E HIGIENE
000749;000749;GALLETAS SURTIDAS RECREO 300G;1046.0000;0.0;7;5;1;1.2;0.2;0.2;1;0.0;0.0;0.0000;2300.0000;1255.0000;2300.0000;7798126073857;Rubro: GOLOSINAS
000750;000750;AGUA MINERAL VERGEL BIDON 6 LITROS;1500.0000;0.0;7;1;1;0.9;0.2;0.2;1;0.0;0.0;0.0000;2900.0000;1800.0000;2900.0000;7793718801504;Rubro: BEBIDAS
000751;000751;SODA VERGEL 500ML;448.0000;0.0;7;1;1;0.8;0.2;0.2;1;0.0;0.0;0.0000;800.0000;538.0000;800.0000;7793718801160;Rubro: BEBIDAS
000752;000752;DORITOS SWEET CHILI 35G;1214.0000;0.0;28;12;1;1.1;0.2;0.2;1;0.0;0.0;0.0000;2600.0000;1457.0000;2600.0000;7790310987063;Rubro: SNACKS
000753;000753;DORITOS QUESO 40G;1153.0000;0.0;28;12;1;1.1;0.2;0.2;1;0.0;0.0;0.0000;2400.0000;1384.0000;2400.0000;7790310985267;Rubro: SNACKS
000754;000754;DORITOS QUESO 77G;1900.0000;0.0;28;12;1;0.9;0.2;0.2;1;0.0;0.0;0.0000;3700.0000;2280.0000;3700.0000;7790310985649;Rubro: SNACKS
000755;000755;LAYS CLASICAS 85G;1928.0000;0.0;28;12;1;0.8;0.2;0.2;1;0.0;0.0;0.0000;3500.0000;2314.0000;3500.0000;7790310985458;Rubro: SNACKS
000756;000756;LAYS CLASICAS 40G;1153.0000;0.0;28;12;1;1.3;0.2;0.2;1;0.0;0.0;0.0000;2600.0000;1384.0000;2600.0000;7790310985236;Rubro: SNACKS
000757;000757;CHEETOS QUESO 43G;1153.0000;0.0;28;12;1;1.1;0.2;0.2;1;0.0;0.0;0.0000;2400.0000;1384.0000;2400.0000;7790310985274;Rubro: SNACKS
000758;000758;YOGUR CREMIGAL VAINILLA 120G;;0.0;14;7;1;0.2;0.2;0.2;1;0.0;0.0;0.0000;700.0000;0.0000;700.0000;7798001562865;Rubro: LACTEOS
000759;000759;YOGUR CREMIGAL FRUTILLA 120G;;0.0;14;7;1;0.2;0.2;0.2;1;0.0;0.0;0.0000;700.0000;0.0000;700.0000;7798001562858;Rubro: LACTEOS
000760;000760;AQUARIUS POMELO 1,5L;1800.0000;0.0;1;1;1;1.0;0.2;0.2;1;0.0;0.0;0.0000;3600.0000;2160.0000;3600.0000;7790895640490;Rubro: BEBIDAS
000761;000761;SPRITE 500ML DESC;888.0000;0.0;1;1;1;1.3;0.2;0.2;1;0.0;0.0;0.0000;2000.0000;1066.0000;2000.0000;7790895000829;Rubro: BEBIDAS
000762;000762;MONSTER NEGRO ORIGINAL 473ML;1970.0000;0.0;1;1;1;0.8;0.2;0.2;1;0.0;0.0;0.0000;3500.0000;2364.0000;3500.0000;7798422620014;Rubro: BEBIDAS
000763;000763;LIMBUS COOKIES AVENA Y FRUTOS SECOS 160G;1400.0000;0.0;2;5;1;0.6;0.2;0.2;1;0.0;0.0;0.0000;2300.0000;1680.0000;2300.0000;7798387360024;Rubro: GOLOSINAS
000764;000764;LIMBUS COOKIES CHOCOLATE Y AVENA 160G;1400.0000;0.0;2;5;1;0.6;0.2;0.2;1;0.0;0.0;0.0000;2300.0000;1680.0000;2300.0000;7798387360031;Rubro: GOLOSINAS
000765;000765;LIMBUS COOKIES DATILES CRANBERRIES AVENA 160G;1400.0000;0.0;2;5;1;0.6;0.2;0.2;1;0.0;0.0;0.0000;2300.0000;1680.0000;2300.0000;7798387360062;Rubro: GOLOSINAS
000766;000766;LIMBUS COOKIES PASAS AVENA MANI 160G;1400.0000;0.0;2;5;1;0.6;0.2;0.2;1;0.0;0.0;0.0000;2300.0000;1680.0000;2300.0000;7798387360055;Rubro: GOLOSINAS
000767;000767;LIMBUS COOKIES ARVEJA AVENA ALGARROBA 150G;1400.0000;0.0;2;5;1;0.6;0.2;0.2;1;0.0;0.0;0.0000;2300.0000;1680.0000;2300.0000;7798387360079;Rubro: GOLOSINAS
000768;000768;LIMBUS COOKIES LIMON JENGIBRE AVENA 150G;1400.0000;0.0;2;5;1;0.6;0.2;0.2;1;0.0;0.0;0.0000;2300.0000;1680.0000;2300.0000;7798387360048;Rubro: GOLOSINAS
000769;000769;LIMBUS COOKIES ALGARROBA CACAO COCO 160G;1400.0000;0.0;2;5;1;0.6;0.2;0.2;1;0.0;0.0;0.0000;2300.0000;1680.0000;2300.0000;7798387360017;Rubro: GOLOSINAS
000770;000770;ALFAJOR TERRABUSI X3 DULCE DE LECHE 70G;1108.0000;0.0;5;5;1;0.9;0.2;0.2;1;0.0;0.0;0.0000;2100.0000;1330.0000;2100.0000;77903792;Rubro: GOLOSINAS
000771;000771;SHOT CHOCOLATE BLANCO 35G;;0.0;5;5;1;0.2;0.2;0.2;1;0.0;0.0;0.0000;1500.0000;0.0000;1500.0000;77983992;Rubro: GOLOSINAS
000772;000772;SHOT CHOCOLATE 90G;;0.0;5;5;1;0.2;0.2;0.2;1;0.0;0.0;0.0000;4500.0000;0.0000;4500.0000;7791249451656;Rubro: GOLOSINAS
000773;000773;CEREALITAS GRANOLA 170G;1000.0000;0.0;5;5;1;0.5;0.2;0.2;1;0.0;0.0;0.0000;1500.0000;1200.0000;1500.0000;7622202241567;Rubro: GOLOSINAS
000774;000774;CEREALITAS AVENA Y COCO 170G;1000.0000;0.0;5;5;1;1.5;0.2;0.2;1;0.0;0.0;0.0000;2500.0000;1200.0000;2500.0000;7622202241505;Rubro: GOLOSINAS
000775;000775;GALLETAS DUQUESA 115G;858.0000;0.0;5;5;1;1.0;0.2;0.2;1;0.0;0.0;0.0000;1700.0000;1030.0000;1700.0000;7622300742645;Rubro: GOLOSINAS
000776;000776;GALLETAS MELBA 120G;993.0000;0.0;5;5;1;0.7;0.2;0.2;1;0.0;0.0;0.0000;1700.0000;1192.0000;1700.0000;7622300829728;Rubro: GOLOSINAS
000777;000777;BELDENT MENTA FUERTE NEGRO 10G;0.1000;0.0;5;5;1;0.2;0.2;0.2;1;0.0;0.0;0.0000;900.0000;0.0000;900.0000;77969088;Rubro: GOLOSINAS
000778;000778;TOSTADAS ARROZ GAONA SIN SAL 150G;1373.0000;0.0;7;3;1;0.5;0.2;0.2;1;0.0;0.0;0.0000;2100.0000;1648.0000;2100.0000;7798126074021;Rubro: ALMACEN
000779;000779;TOSTADAS ARROZ CLASICAS 150G;1297.0000;0.0;7;5;1;0.5;0.2;0.2;1;0.0;0.0;0.0000;2000.0000;1556.0000;2000.0000;7798126074045;Rubro: GOLOSINAS
000780;000780;BARRA DE CEREAL QUAKER FRUTILLA 30G;510.2400;0.0;28;5;1;0.8;0.2;0.2;1;0.0;0.0;0.0000;900.0000;612.0000;900.0000;7792170555086;Rubro: GOLOSINAS
000781;000781;3D ORIGINAL 43G;1153.8400;0.0;28;12;1;1.1;0.2;0.2;1;0.0;0.0;0.0000;2400.0000;1385.0000;2400.0000;7790310985113;Rubro: SNACKS
000782;000782;LAYS PROVOLETA 77G;2142.0000;0.0;28;12;1;0.8;0.2;0.2;1;0.0;0.0;0.0000;3800.0000;2570.0000;3800.0000;7790310986813;Rubro: SNACKS
000783;000783;LAYS QUESO CREMA Y CEBOLLA 77G;1929.0000;0.0;28;12;1;0.6;0.2;0.2;1;0.0;0.0;0.0000;3000.0000;2315.0000;3000.0000;7790310985557;Rubro: SNACKS
000784;000784;LAYS KETCHUP 77G;1928.0000;0.0;28;12;1;0.5;0.2;0.2;1;0.0;0.0;0.0000;2900.0000;2314.0000;2900.0000;7790310985502;Rubro: SNACKS
000785;000785;TWISTOS JAMON 95G;1807.0000;0.0;28;12;1;1.1;0.2;0.2;1;0.0;0.0;0.0000;3800.0000;2168.0000;3800.0000;7790310983256;Rubro: SNACKS
000786;000786;TWISTOS JAMON 40G;1214.0000;0.0;28;12;1;1.0;0.2;0.2;1;0.0;0.0;0.0000;2400.0000;1457.0000;2400.0000;7790310987094;Rubro: SNACKS
000787;000787;TWISTOS QUESO 40G;1285.0000;0.0;28;12;1;0.9;0.2;0.2;1;0.0;0.0;0.0000;2400.0000;1542.0000;2400.0000;7790310987100;Rubro: SNACKS
000788;000788;ALFAJOR RASTA BLANCO 70G;1000.0000;0.0;2;5;1;1.0;0.2;0.2;1;0.0;0.0;0.0000;2000.0000;1200.0000;2000.0000;7798397440013;Rubro: GOLOSINAS
000789;000789;ALFAJOR RASTA NEGRO 70G;1000.0000;0.0;2;5;1;1.0;0.2;0.2;1;0.0;0.0;0.0000;2000.0000;1200.0000;2000.0000;7798397444202;Rubro: GOLOSINAS
000790;000790;GRAFFITI NEGRO 45G;1173.0000;0.0;10;5;1;0.4;0.2;0.2;1;0.0;0.0;0.0000;1700.0000;1408.0000;1700.0000;7790580111755;Rubro: GOLOSINAS
000791;000791;COFLER BLOCK 110G;2819.0000;0.0;10;5;1;0.6;0.2;0.2;1;0.0;0.0;0.0000;4600.0000;3383.0000;4600.0000;77922120;Rubro: GOLOSINAS
000792;000792;OBLEA BONOBON NEGRO 30G;616.0000;0.0;10;5;1;0.9;0.2;0.2;1;0.0;0.0;0.0000;1200.0000;739.0000;1200.0000;7790580346515;Rubro: GOLOSINAS
000793;000793;OBLEA BONOBON BLANCO 30G;616.0000;0.0;10;5;1;0.9;0.2;0.2;1;0.0;0.0;0.0000;1200.0000;739.0000;1200.0000;7790580346614;Rubro: GOLOSINAS
000794;000794;TOFI BLANCO 27G;998.0000;0.0;10;5;1;0.5;0.2;0.2;1;0.0;0.0;0.0000;1500.0000;1198.0000;1500.0000;77974648;Rubro: GOLOSINAS
000795;000795;CEREAL MIX FRUTILLA Y YOGUR  26G;552.0000;0.0;10;5;1;0.6;0.2;0.2;1;0.0;0.0;0.0000;900.0000;662.0000;900.0000;77965387;Rubro: GOLOSINAS
000796;000796;CEREAL MIX MANZANA Y AVENA 23G;552.0000;0.0;10;5;1;0.6;0.2;0.2;1;0.0;0.0;0.0000;900.0000;662.0000;900.0000;77915818;Rubro: GOLOSINAS
000797;000797;CEREAL MIX ORIGINAL 23G;552.0000;0.0;10;5;1;0.6;0.2;0.2;1;0.0;0.0;0.0000;900.0000;662.0000;900.0000;77916501;Rubro: GOLOSINAS
000798;000798;ALFAJOR TOFI BLANCO 73G;741.0000;0.0;10;5;1;1.0;0.2;0.2;1;0.0;0.0;0.0000;1500.0000;889.0000;1500.0000;7790040953703;Rubro: GOLOSINAS
000799;000799;ALFAJOR TOFI NEGRO 73G;741.0000;0.0;10;5;1;1.0;0.2;0.2;1;0.0;0.0;0.0000;1500.0000;889.0000;1500.0000;7790040484801;Rubro: GOLOSINAS
000800;000800;ALFAJOR AGUILA MINIT BLANCO 69G;741.0000;0.0;10;5;1;1.0;0.2;0.2;1;0.0;0.0;0.0000;1500.0000;889.0000;1500.0000;7790040133570;Rubro: GOLOSINAS
000801;000801;GALLETAS MANA LIMON 136G;866.0000;0.0;10;5;1;0.8;0.2;0.2;1;0.0;0.0;0.0000;1600.0000;1039.0000;1600.0000;7790040137820;Rubro: GOLOSINAS
000802;000802;GALLETAS SERRANITAS X3 315G;765.0000;0.0;10;3;1;1.6;0.2;0.2;1;0.0;0.0;0.0000;2000.0000;918.0000;2000.0000;7790040143616;Rubro: ALMACEN
000803;000803;GALLETAS FORMIS FRUTILLA 102G;634.0000;0.0;10;5;1;1.5;0.2;0.2;1;0.0;0.0;0.0000;1600.0000;761.0000;1600.0000;7790040139923;Rubro: GOLOSINAS
000804;000804;SODA VERGEL BOT 2.25L;798.0000;0.0;7;1;1;1.0;0.2;0.2;1;0.0;0.0;0.0000;1600.0000;958.0000;1600.0000;7793718000686;Rubro: BEBIDAS
000805;000805;DON YEYO PAN LACTAL INTEGRAL 400G;2530.0000;0.0;14;3;1;0.9;0.2;0.2;1;0.0;0.0;0.0000;4800.0000;3036.0000;4800.0000;7795293000297;Rubro: ALMACEN
