Codigo,Producto,Precio,Costo,Categorias,Stock,StockMinimo,CodigoBarras,Unidad,CantidadEnvase,Ubicacion
002527,JABON PLUSBELLE COCO Y VAINILLA 120G,733.0,611.0,ALMACEN,4,0,7790990004074,Unidades,0,
002528,"CLIGHT MANZANA VERDE 7,5GG",432.0,360.0,ALMACEN,11,0,7622201703059,Unidades,0,
002529,CLIGHT POMELADA HIBISCUS 8G,432.0,360.0,ALMACEN,22,0,7622202359934,Unidades,0,
002530,CLIGHT MANDARINA 8G,432.0,360.0,ALMACEN,1,0,7622201704148,Unidades,0,
002531,"CLIGHT LIMONADA ROSA 7,5G",432.0,360.0,ALMACEN,16,0,7622201682026,Unidades,0,
002532,CLIGHT PERA 7G,432.0,360.0,ALMACEN,10,0,7622201703202,Unidades,0,
002533,CLIGHT NARANJA DURAZNO 7.5G,432.0,360.0,ALMACEN,11,0,7622201702717,Unidades,0,
002534,CLIGHT NARANJA MANGO 7G,432.0,360.0,ALMACEN,13,0,7622201702687,Unidades,0,
002535,"CLIGHT NARANJA DULCE 7,5G",432.0,360.0,ALMACEN,1,0,7622201703141,Unidades,0,
002536,HALLS MENTA LYPTUS 25.2G,697.0,581.0,ALMACEN,0,0,7622202247316,Unidades,0,
002537,HALLS MENTOL 25.2G,697.0,581.0,ALMACEN,0,0,7622202247392,Unidades,0,
002538,HALLS STRONG 24.7G,697.0,581.0,ALMACEN,2,0,7622202271267,Unidades,0,
002539,HALLS MIEL CON MENTA 25.6G,697.0,581.0,ALMACEN,2,0,7622202271298,Unidades,0,
002540,HALLS SANDIA 25.2 G,697.0,581.0,ALMACEN,0,0,7622202247361,Unidades,0,
002541,HALLS CHERRY 25.2G,697.0,581.0,ALMACEN,0,0,7622202247286,Unidades,0,
002542,HALLS FREE MENTA LYPTUS 26.1G,827.0,689.0,ALMACEN,2,0,7622202288258,Unidades,0,
002543,HALLS FREE CHERRY LYPTUS 26.1,827.0,689.0,ALMACEN,2,0,7622202288227,Unidades,0,
002544,PASTILLA CLIGHT,800.0,667.0,ALMACEN,0,0,7622202288319,Unidades,0,
002545,PASTILLA CLIGHT FRAMBUESA 26G,800.0,667.0,ALMACEN,12,0,,Unidades,0,
002546,PASTILLA CLIGHT NARANJA 26G,800.0,667.0,ALMACEN,0,0,7622202288197,Unidades,0,
002547,GALLETAS OREO FRUTILLA 118G,1986.0,1655.0,ALMACEN,2,0,7622202049057,Unidades,0,
002548,CHICLE BUBBALOO5G,101.0,84.0,GOLOSINAS,0,0,77982346,Unidades,0,
002549,CHICLE BUBBALOO MENTA 5G,101.0,84.0,GOLOSINAS,29,0,,Unidades,0,
002550,CHICLE BUBBALOO UVA 5G,101.0,84.0,GOLOSINAS,69,0,77982377,Unidades,0,
002551,POLVORITA FRUTILLA 81G,607.0,506.0,ALMACEN,0,0,7790040139176,Unidades,0,
002552,SALADIX CROSS PIZZA 67G,956.0,797.0,ALMACEN,0,0,7790040124905,Unidades,0,
002553,SALADIX JAMON Y QUESO CAJA 80G,1457.0,1214.0,ALMACEN,0,0,7790040374607,Unidades,0,
002554,SALADIX PAPAS CREMA Y CEBOLLA 72G,2062.0,1718.0,ALMACEN,0,0,7790040153141,Unidades,0,
002555,SALADIX CALABRESA 40G,625.0,521.0,ALMACEN,3,0,7790040152038,Unidades,0,
002556,SALADIX PIZZA 40G,625.0,521.0,ALMACEN,2,0,7790040152021,Unidades,0,
002557,SALADIX CROSS PIZZA 135G,1891.0,1576.0,ALMACEN,0,0,7790040124912,Unidades,0,
002558,SALADIX PAPAS CHEDDAR 72G,2062.0,1718.0,ALMACEN,0,0,7790040153158,Unidades,0,
002559,SALADIX JAMON 40G,625.0,521.0,ALMACEN,3,0,7790040152014,Unidades,0,
002560,SALADIX PAPAS ORIGINAL 130G,3092.0,2577.0,ALMACEN,0,0,7790040153172,Unidades,0,
002561,REX 225G,2406.0,2005.0,ALMACEN,0,0,7790040144125,Unidades,0,
002562,SALADIX PAPAS ORIGINAL 80G,2062.0,1718.0,ALMACEN,0,0,7790040153165,Unidades,0,
002563,SALADIX QUESITOS 50G,1031.0,859.0,ALMACEN,0,0,7790040153257,Unidades,0,
002564,SALADIX QUESITOS 95G,2062.0,1718.0,ALMACEN,0,0,7790040153240,Unidades,0,
002565,SALADIX QUESITOS 150G,3092.0,2577.0,ALMACEN,0,0,7790040153264,Unidades,0,
002566,SALADIX CROSS PIZZA 27G,589.0,491.0,ALMACEN,0,0,7790040124899,Unidades,0,
002567,JUGUITOS CONGELADOS DULCIN,119.0,99.0,ALMACEN,2,0,,Unidades,0,
002568,SIDRA RAMA CAIDA 710ML,2256.0,1880.0,ALMACEN,13,0,7792834000624,Unidades,0,
002569,ALIKAL LIMON X1,859.0,716.0,MEDICAMENTOS,13,0,,Unidades,0,
002570,CAFIASPIRINA PLUS X1,324.0,270.0,MEDICAMENTOS,17,0,,Unidades,0,
002571,SABORIZANTE ALICANTE VERDURA 7G,368.0,307.0,ALMACEN,6,0,7790150433423,Unidades,0,
002572,SABORIZANTE ALICANTE ALBAHACA Y AJO 7G,368.0,307.0,ALMACEN,6,0,7790150437773,Unidades,0,
002573,SPEED ZERO SUGAR 269ML,1620.0,1350.0,ALMACEN,0,0,7798119220374,Unidades,0,
002574,SCHWEPPES ZERO POMELO NEGRO 310ML,893.0,744.0,BEBIDAS,22,0,7790895643903,Unidades,0,
002575,HELADO LM CUORE TWIST CARAMEL 75G,1992.0,1660.0,ALMACEN,5,0,7798131013114,Unidades,0,
002576,HELADO LM CUORE TWIST TRIPLE CHOC 75G,1992.0,1660.0,ALMACEN,4,0,7798131013107,Unidades,0,
002577,HELADO LM CHOCO ALPINO 300G,4620.0,3850.0,ALMACEN,0,0,7798131012292,Unidades,0,
002578,HELADO LM FRUTILLA FRANCESA 300G,4620.0,3850.0,ALMACEN,0,0,7798131013015,Unidades,0,
002579,HELADO LM SUPER DDL GRANIZADO 300G,4620.0,3850.0,ALMACEN,0,0,7798131012315,Unidades,0,
002580,HELADO LM SUPER FLAN 300G,4620.0,3850.0,ALMACEN,0,0,7798131012322,Unidades,0,
002581,AGUA MINERAL ECO DE LOS ANDES 850ML,1817.0,1514.0,BEBIDAS,1,0,7795930002097,Unidades,0,
002582,MAYONESA CADA DIA 250CM,996.0,830.0,ALMACEN,0,0,7791866000558,Unidades,0,
002583,MAYONESA CADA DIA 250G,996.0,830.0,ALMACEN,45,0,,Unidades,0,
002584,ALCOHOL ETILICO BIALCOHOL 250ML,1500.0,1250.0,ALMACEN,0,0,7790139000462,Unidades,0,
002585,SLICES PAPAS FRITAS JAMON SERRANO 150G,2520.0,2100.0,SNACKS,1,0,7798066076369,Unidades,0,
002586,SLICES PALITOS SALADOS TRADICIONAL 120G,1320.0,1100.0,SNACKS,1,0,7798066075386,Unidades,0,
002587,HELADO PALITO BOMBON CHOCOLATE 50G,1260.0,1050.0,ALMACEN,5,0,7790580152536,Unidades,0,
002588,HELADO COFLER CHOCOLINAS BLANCO 66G,3146.0,2622.0,ALMACEN,0,0,7790580142674,Unidades,0,
002589,HELADO ROCKLETS 51G,2280.0,1900.0,ALMACEN,2,0,7790580524104,Unidades,0,
002590,HELADO EXTREME SANDIA 50G,1081.0,901.0,ALMACEN,3,0,7790580127107,Unidades,0,
002591,HELADO COFLER RELLENO BON O BON 62G,2280.0,1900.0,ALMACEN,0,0,7790580152857,Unidades,0,
002592,HELADO RELLENO CHOCOTORTA 62G,2280.0,1900.0,ALMACEN,1,0,7790580152871,Unidades,0,
002593,HELADO COFLER RELLENO CHOCO CREAMY 62G,2280.0,1900.0,ALMACEN,0,0,7790580152864,Unidades,0,
002594,HELADO POSTRE CHOCOTORTA 637G,12360.0,10300.0,ALMACEN,0,0,7790580121891,Unidades,0,
002595,HELADO POSTRE COFLER TRES PLACERES 500G,12360.0,10300.0,ALMACEN,1,0,7790580495893,Unidades,0,
002596,HELADO POSTRE COGLER BLOCK 500G,12360.0,10300.0,ALMACEN,0,0,7790580133245,Unidades,0,
002597,HELADO POSTRE TOFI 673G,12360.0,10300.0,ALMACEN,0,0,7790580121860,Unidades,0,
002598,HELADO POSTRE BON O BON 637G,12360.0,10300.0,ALMACEN,0,0,7790580121907,Unidades,0,
002599,HELADO POSTRE AGUILA 637G,12360.0,10300.0,ALMACEN,1,0,7790580121877,Unidades,0,
002600,HELADO CONO COFLER FRUTILLA Y AMERICANA 135G,3296.0,2747.0,ALMACEN,2,0,7790580147914,Unidades,0,
002601,HELADO POTE 1KG CHOCO DDL VAINILLA,11970.0,9975.0,ALMACEN,1,0,7790580454210,Unidades,0,
002602,SERNOVA CARIBBEAN BLEND 750ML,4879.0,4066.0,ALMACEN,0,0,7790290101718,Unidades,0,
002603,RAID 219G,4878.0,4065.0,ALMACEN,0,0,7790520997623,Unidades,0,
002604,ALICANTE SABOR CREMA Y VERDEO 7.5G,368.0,307.0,ALMACEN,9,0,7790150438794,Unidades,0,
002605,CHOCLO GRANO INALPA 300G,1495.0,1246.0,ALMACEN,0,0,7792350067033,Unidades,0,
002606,ARVEJAS INALPA 300G,678.0,565.0,ALMACEN,1,0,7792350067019,Unidades,0,
002607,JABON TOCADOR PLUSBELLE LAVANDA 120G,1045.0,871.0,ALMACEN,0,0,7790990004135,Unidades,0,
002608,PURE DE PAPAS INSTANTANEO YUSPE 125G,1956.0,1630.0,ALMACEN,0,0,7794980368719,Unidades,0,
002609,PRIME PRESERVATIVO ANATOMICO,2338.0,1948.0,ALMACEN,5,0,7791519200021,Unidades,0,
002610,SUERO X LIMONADA 630ML,1799.0,1499.0,ALMACEN,3,0,7798420160857,Unidades,0,
002611,ROCKSTAR MARACUYA 500ML,1493.0,1244.0,BEBIDAS,1,0,7791813111443,Unidades,0,
002612,LYSOFORM DESIFECTANTE FRAGANCIA CITRICA 257G,4176.0,3480.0,ALMACEN,0,0,7790520995322,Unidades,0,
002613,LYSOFORM DESINFECTANTE FRAGANCIA AIRE DE MONTAÑA 257G,4176.0,3480.0,ALMACEN,0,0,7790520995292,Unidades,0,
002614,VAINILLIN AROMAS DEL MONTE 300CC,1193.0,994.0,ALMACEN,2,0,7798094010106,Unidades,0,
002615,COCO RALLADO AROMAS DEL MONTE 20G,300.0,250.0,ALMACEN,3,0,7798094010052,Unidades,0,
002616,AJI MOLIDO AROMAS DEL MONTE 20G,304.0,253.0,ALMACEN,4,0,7798094010021,Unidades,0,
002617,AZUCAR CRISTAL 1KG,1152.0,960.0,ALMACEN,1,0,7798500007522,Unidades,0,
002618,BAGGIO FRESH AGUA SAB MIX FRUTAL 600ML,799.0,666.0,BEBIDAS,3,0,7790036974378,Unidades,0,
002619,DR LEMON VODKA POMELO 1L,3088.0,2573.0,BEBIDAS,4,0,7790950134896,Unidades,0,
002620,CASANCREM CLASICO 500G,6480.0,5400.0,ALMACEN,0,0,7791337061491,Unidades,0,
002621,MARLBORO CRAFTED CONVERTIBLE BOX,3444.0,2870.0,ALMACEN,0,0,77988225,Unidades,0,
002622,QUILMES 1890 1L,2587.0,2156.0,BEBIDAS,29,0,7792798013937,Unidades,0,
002623,ANDES CLASICA 1L,2983.0,2486.0,BEBIDAS,6,0,7792798007813,Unidades,0,
002624,GALLETAS MELBA X6 65G,738.0,615.0,ALMACEN,1,0,7622202220517,Unidades,0,
002625,VINO SANTA JULIA CLASSIC CUVEE 750ML,5824.0,4853.0,BEBIDAS,10,0,7791728234398,Unidades,0,
002626,SLICES CONOS QUESO 65G,1704.0,1420.0,ALMACEN,0,0,7798066077021,Unidades,0,
002627,SPEED 473ML,2400.0,2000.0,BEBIDAS,6,0,7798119220183,Unidades,0,
002628,ALFAJOR BON O BON TRIPLE 60G,1325.0,1104.0,ALMACEN,0,0,7790040148840,Unidades,0,
002629,CAJA NAVIDEÑA,24000.0,20000.0,ALMACEN,0,0,,Unidades,0,
002630,POETT DESODORANTE PISO SUAV DE ALGODON 900ML,1924.0,1603.0,ALMACEN,1,0,7793253003470,Unidades,0,
002631,SHAMPOO PANTNE RESTAURACION 200ML,4730.0,3942.0,ALMACEN,0,0,7501006721119,Unidades,0,
002632,SHAMPOO PANTENE A,4730.0,3942.0,ALMACEN,0,0,7500435235464,Unidades,0,
002633,SHAMPOO PANTENE REVITALIZACION 200ML,4730.0,3942.0,ALMACEN,1,0,,Unidades,0,
002634,WHISKY DOBLE V 1L,5651.0,4709.0,BEBIDAS,0,0,7792410527880,Unidades,0,
002635,GIN BEEFEATER 1L,24973.0,20811.0,BEBIDAS,0,0,5000299618424,Unidades,0,
002636,BOLS MANDARIN 750ML,5018.0,4182.0,BEBIDAS,0,0,7790480090280,Unidades,0,
002637,BOLS RASPBERRY 750ML,5018.0,4182.0,BEBIDAS,1,0,7790480090235,Unidades,0,
002638,POSTRE LM SUIZO 570G,10320.0,8600.0,ALMACEN,0,0,7798131010151,Unidades,0,
002639,POSTRE MIXTO 468G,7680.0,6400.0,ALMACEN,0,0,7798131010175,Unidades,0,
002640,POSTRE LM ESCOCES 540G,11160.0,9300.0,ALMACEN,0,0,7798131010168,Unidades,0,
002641,POSTRE LM BARRA FRUTILLA 60G,9120.0,7600.0,ALMACEN,0,0,7798131012605,Unidades,0,
002642,POSTRE LM CHOCOBARRA 60G,9120.0,7600.0,ALMACEN,1,0,7798131012148,Unidades,0,
002643,POSTRE LM BARRA CHOCOLATE INT 60G,9120.0,7600.0,ALMACEN,0,0,7798131012117,Unidades,0,
002644,POSTRE LM BARRA ALMENDRADO 60G,9120.0,7600.0,ALMACEN,1,0,7798131012391,Unidades,0,
002645,HELADO LM SUPER DDL CON MERENGUE 500G,9120.0,7600.0,ALMACEN,1,0,7798131012988,Unidades,0,
002646,POSTRE LM TORTA BOMBA DDL 800G,16680.0,13900.0,ALMACEN,2,0,7798131012087,Unidades,0,
002647,HELADO LM SUPER TORTA 500G,9120.0,7600.0,ALMACEN,0,0,7798131012971,Unidades,0,
002648,HELADO LM COOKIES Y CREAM 500G,9120.0,7600.0,ALMACEN,0,0,7798131013008,Unidades,0,
002649,HELADO LM CHOCOLATE SHOCK 500G,9120.0,7600.0,ALMACEN,0,0,7798131012995,Unidades,0,
002650,VINO FEDERICO ALVEAR ESPUMANTE DULCE 750ML,5820.0,4850.0,BEBIDAS,3,0,7791670026621,Unidades,0,
002651,VINO EL NAUFRAGO CABERNET SAUVIGNON 750ML,3840.0,3200.0,BEBIDAS,0,0,7798165200535,Unidades,0,
002652,GIN HEREDERO BOYSENBERRY 700ML,18720.0,15600.0,BEBIDAS,0,0,763571806012,Unidades,0,
002653,POWERADE MANZANA 995ML,1680.0,1400.0,BEBIDAS,1,0,7790895006036,Unidades,0,
002654,POWERADE NARANJA 500ML,1644.0,1370.0,BEBIDAS,8,0,7790895640032,Unidades,0,
002655,YOGURT LS CLASICO VAINILLA 1100G,3282.0,2735.0,ALMACEN,0,0,7791337008649,Unidades,0,
002656,YOGURT LS CLASICO FRUTILLA 1100G,3282.0,2735.0,ALMACEN,0,0,7791337008632,Unidades,0,
002657,YOGUR LS DESLACTOSADO VAINILLA SACHET 900G,3270.0,2725.0,ALMACEN,1,0,7791337008069,Unidades,0,
002658,QUILMES BAJO CERO BOT 1L,2867.0,2389.0,BEBIDAS,33,0,7792798013999,Unidades,0,
002659,GALLETAS PEPAS TEM-FLOR 300G,1394.0,1162.0,ALMACEN,0,0,7793176003373,Unidades,0,
002660,CEPILLO DE DIENTES COLGATE,1224.0,1020.0,ALMACEN,9,0,6910021007206,Unidades,0,
002661,PILAS EVEREADY AA X4U,2652.0,2210.0,ALMACEN,0,0,,Unidades,0,
002662,PILAS EVEREADY AAA X2U,1636.0,1363.0,ALMACEN,0,0,,Unidades,0,
002663,VINO  CALLIA BRUT NATURE 750ML,6352.0,5293.0,BEBIDAS,6,0,7798108834391,Unidades,0,
002664,AGUA SABORIZADA MANZANA GRAZIANI 500ML,598.0,498.0,BEBIDAS,2,0,7798399700122,Unidades,0,
002665,AGUA SABORIZADA NARANJA GRAZIANI 500ML,598.0,498.0,BEBIDAS,1,0,7798399700115,Unidades,0,
002666,AGUA MINERAL 1L GRAZIANI,670.0,558.0,BEBIDAS,4,0,7798399700108,Unidades,0,
002667,AGUA SABORIZADA POMELO GRAZIANI 500ML,598.0,498.0,BEBIDAS,2,0,7798399700139,Unidades,0,
002668,GALLETAS TRAVIATA AZUCARADAS 96G,773.0,644.0,ALMACEN,0,0,7790040152793,Unidades,0,
002669,PHILIP MORRIS RED SELECT 20,2035.0,1696.0,ALMACEN,0,0,77992536,Unidades,0,
002670,RED POINT COMUN 20 BOX,1920.0,1600.0,ALMACEN,0,0,77927965,Unidades,0,
002671,TABACO CUATRO LEGUAS 50G,4344.0,3620.0,ALMACEN,0,0,7798088272220,Unidades,0,
002672,CRIOLLITAS X1 MAS GRANDES 169G,944.0,787.0,ALMACEN,0,0,7790040946101,Unidades,0,
002673,HIELO TANKITO 3.5KG,3000.0,2500.0,ALMACEN,18,0,7795862000208,Unidades,0,
002674,AGUA MINERAL GRAZIANI 2L,770.0,642.0,BEBIDAS,5,0,7798399700016,Unidades,0,
002675,SODA GRAZIANI 2L,1320.0,1100.0,BEBIDAS,3,0,7798399700030,Unidades,0,
002676,AVENA TOSTEX TRADICIONAL 300G,1262.0,1052.0,ALMACEN,6,0,7798125810934,Unidades,0,
002677,POLVO PARA HORNEAR ITAL 50G,506.0,422.0,ALMACEN,14,0,7795194000310,Unidades,0,
002678,JABON BLANCO GIGANTE 200G,792.0,660.0,ALMACEN,4,0,7790828103313,Unidades,0,
002679,SPRITE 237ML VIDRIO CHICA,1055.0,879.0,BEBIDAS,4,0,,Unidades,0,
002680,COCA COLA ZERO 237ML VIDRIO CHICA,1055.0,879.0,BEBIDAS,12,0,,Unidades,0,
002681,FANTA 237ML VIDRIO CHICA,1055.0,879.0,BEBIDAS,8,0,,Unidades,0,
002682,"SCHWEPPES POMELO ZERO 2,25L",3666.0,3055.0,BEBIDAS,6,0,7790895010095,Unidades,0,
002683,OREO CLASICAS 118G,1986.0,1655.0,ALMACEN,4,0,7622201735296,Unidades,0,
002684,CLUB SOCIAL ORIGINAL 24GR,457.0,381.0,ALMACEN,11,0,7622202293740,Unidades,0,
002685,GALLETAS DE AGUA EXPRESS 103G,1091.0,909.0,ALMACEN,0,0,7622201388461,Unidades,0,
002686,ALAJOR TERRA SIN GLUTEN 55G,1506.0,1255.0,ALMACEN,0,0,7622202296291,Unidades,0,
002687,ALFAJOR TERRABUSI SIN GLUTEN 55G,1506.0,1255.0,ALMACEN,0,0,7622202296291,Unidades,0,
002688,CHOCOLATE MILKA OREO BLANCO 55G,3616.0,3013.0,ALMACEN,0,0,7622210745132,Unidades,0,
002689,CEPITA ANANA TROPIC 300ML,1200.0,1000.0,BEBIDAS,4,0,7790895641732,Unidades,0,
002690,CEPITA MIX ANANA MANDARINA 1L,2130.0,1775.0,BEBIDAS,4,0,7790895649264,Unidades,0,
002691,CEPITA MANZANA 1L,2130.0,1775.0,BEBIDAS,5,0,7790895009853,Unidades,0,
002692,CEPITA MULTIFRUTA 200ML,606.0,505.0,BEBIDAS,6,0,7790895000737,Unidades,0,
002693,PAPEL HIGIENICO FELPITAX4,4236.0,3530.0,ALMACEN,1,0,7791828000657,Unidades,0,
002694,DURACELL AAAX2,1963.0,1636.0,ALMACEN,4,0,041333431482,Unidades,0,
002695,PASTA ORAL B 180G,5698.0,4748.0,ALMACEN,1,0,7500435204781,Unidades,0,
002696,SLICES PANCETITAS 65G,1704.0,1420.0,ALMACEN,4,0,7798066076413,Unidades,0,
002697,SLICES PAPAS PAY 140G,2184.0,1820.0,SNACKS,0,0,7798066070756,Unidades,0,
002698,ALFAJOR CHOCOARROZ SUPER DDL36G,820.0,683.0,ALMACEN,4,0,7790070103192,Unidades,0,
002699,RED POINT SIX 20,2040.0,1700.0,CIGARRILLOS,0,0,,Unidades,0,
002700,GALLETAS SABORES POCKET AVENA Y COCO 100G,617.0,514.0,ALMACEN,0,0,7798126073437,Unidades,0,
002701,YOGUR LS ENTERO C/CEREALES 159G,2213.0,1844.0,LACTEOS,3,0,7791337010444,Unidades,0,
002702,YOGURISIMO GRIEGO ARANDANOS 125G,2240.0,1867.0,LACTEOS,0,0,7791337010147,Unidades,0,
002703,YOGUR LS SACHET FRUTILLA 900ML,3084.0,2570.0,LACTEOS,2,0,7791337010215,Unidades,0,
002704,YOGUR LS SACHET VAINILLA 900ML,3084.0,2570.0,LACTEOS,10,0,7791337010369,Unidades,0,
002705,PANCHO SUPER,1548.0,1290.0,COMIDA,-183,0,,Unidades,0,
002706,PANCHO SUPER 1 AGREGADO,1908.0,1590.0,COMIDA,-410,0,,Unidades,0,
002707,PANCHO SUPER 2 AGREGADOS,1908.0,1590.0,COMIDA,-138,0,,Unidades,0,
002708,PANCHO SUPER 3 AGREGADOS,2268.0,1890.0,COMIDA,-205,0,,Unidades,0,
002709,PANCHO KIDS - NIÑO,1140.0,950.0,COMIDA,1,0,,Unidades,0,
002710,RED BULL SUMMER EDITION POMELO 250ML,3040.0,2533.0,BEBIDAS,0,0,9002490288341,Unidades,0,
002711,YOGUR LS FIRME DESCREMADO VAINILLA 190G,1632.0,1360.0,LACTEOS,4,0,7791337010321,Unidades,0,
002712,YOGUR LS FIRME DESCREMADO FRUTILLA 190G,1632.0,1360.0,LACTEOS,2,0,7791337010338,Unidades,0,
002713,YOGUR LS FIRME ENTERO VAINILLA 190G,1632.0,1360.0,LACTEOS,6,0,7791337010192,Unidades,0,
002714,YOGUR LS FIRME ENTERO FRUTILLA 190G,1632.0,1360.0,LACTEOS,5,0,7791337010185,Unidades,0,
002715,SOJA INALPA 300G,804.0,670.0,ALMACEN,3,0,7792350067132,Unidades,0,
002716,CAFE TORRADO LA VIRGINIA 250G,4884.0,4070.0,ALMACEN,1,0,7790150006320,Unidades,0,
002717,MILANESAS DE SOJA GDS CALABAZA Y QUESO380G,4474.0,3728.0,ALMACEN,0,0,7790070036049,Unidades,0,
002718,FIDEOS LUCHETTI MOSTACHOL Nº 52 500G,978.0,815.0,ALMACEN,8,0,7790070336149,Unidades,0,
002719,FIDEOS LUCHETTI TIRABUZON Nº28 500G,1132.0,943.0,ALMACEN,7,0,7790070336026,Unidades,0,
002720,FIDEOS LUCHETTI MOÑOS 500G,1793.0,1494.0,ALMACEN,6,0,7790070318350,Unidades,0,
002721,MILKA AIREADO COMBINADO 25G,1472.0,1227.0,ALMACEN,1,0,7622202322181,Unidades,0,
002722,MILKA AIREADO LECHE 25G,1472.0,1227.0,ALMACEN,2,0,7622202322150,Unidades,0,
002723,GELATINA ROYAL GALACTICO 25G,961.0,801.0,ALMACEN,1,0,7622202369971,Unidades,0,
002724,PEP RUEDITAS SABOR PIZZA 74G,1342.0,1118.0,SNACKS,0,0,7790310984314,Unidades,0,
002725,DORITOS PIZZA 35G,1416.0,1180.0,SNACKS,0,0,7790310988299,Unidades,0,
002726,DORITOS PIZZA 74G,2267.0,1889.0,SNACKS,1,0,7790310988282,Unidades,0,
002727,CHEETOS ONDULADOS KETCHUP 40G,1416.0,1180.0,SNACKS,3,0,7790310988121,Unidades,0,
002728,PURE DE TOMATE LA HUERTA 530ML,1212.0,1010.0,ALMACEN,2,0,7790036567440,Unidades,0,
002729,ALCOHOL ETILICO BIALCOHOL  500ML,2760.0,2300.0,ALMACEN,2,0,7790139003807,Unidades,0,
002730,NAIPES ESCOLAZO X50,2334.0,1945.0,ALMACEN,0,0,7797216003040,Unidades,0,
002731,LAPICERA BIC ROUND,413.0,344.0,ALMACEN,8,0,,Unidades,0,
002732,PRESERVATIVO MAXX MEGA,2100.0,1750.0,ALMACEN,3,0,7798171946953,Unidades,0,
002733,PRESERVATIVO MAXX SUPER FINO,2100.0,1750.0,ALMACEN,0,0,7798171946328,Unidades,0,
002734,PRESERVATIVO MAXX ANATOMICO,2100.0,1750.0,ALMACEN,0,0,7798171946939,Unidades,0,
002735,PRESERVATIVO MAXX ULTRA FINO,2100.0,1750.0,ALMACEN,0,0,7798171946977,Unidades,0,
002736,PRESERVATIVO MAXX TEXTURADO,2100.0,1750.0,ALMACEN,0,0,7798171946281,Unidades,0,
002737,PRESERVATIVO MAXX CON ESPERMICIDA,2100.0,1750.0,ALMACEN,0,0,7798171946342,Unidades,0,
002738,PRESERVATIVO MAXX TACHAS,2100.0,1750.0,ALMACEN,0,0,7798171946366,Unidades,0,
002739,ESPONJA GO,450.0,375.0,ALMACEN,3,0,7792459161014,Unidades,0,
002740,SALCHICHAS LA BLANCA X6 190G,779.0,649.0,COMIDA,0,0,7790360026002,Unidades,0,
002741,SALCHICHAS SWIFT X6,1336.0,1113.0,ALMACEN,6,0,7790360983947,Unidades,0,
002742,YERBA CHAMIGO 1KG,2587.0,2156.0,ALMACEN,1,0,7790070509017,Unidades,0,
002743,MINI TODDY 50G,796.0,663.0,ALMACEN,0,0,7790380053224,Unidades,0,
002744,CHOCOLATE FULL MANI 35G,974.0,812.0,GOLOSINAS,0,0,7790380024408,Unidades,0,
002745,VINO FINJAMOS DEMENCIA DULCE CONDENA750ML,5880.0,4900.0,BEBIDAS,0,0,7798422330340,Unidades,0,
002746,VINO FINJAMOS DEMENCIA MALBEC 750ML,5880.0,4900.0,BEBIDAS,0,0,7798422330289,Unidades,0,
002747,CAFE - CAPUCHINO - CORTADO,1800.0,1500.0,CAFETERIA,-621,0,,Unidades,0,
002748,TOALLITAS NOSOTRAS CLASICAS X8,1336.0,1113.0,ALMACEN,5,0,7790770601882,Unidades,0,
002749,WOOLITE ROPA LAVADO MAQUINA 450,2666.0,2222.0,LIMPIEZA E HIGIENE,0,0,7791130963503,Unidades,0,
002750,MORENITA CAFE INSTANTANEO 170G,7118.0,5932.0,ALMACEN,0,0,7790170904668,Unidades,0,
002751,MORENITA CAFE INSTANTANEO 100G,4526.0,3772.0,ALMACEN,0,0,7790170904798,Unidades,0,
002752,YOGUR LS FIRME ROCKLETS 164G,2346.0,1955.0,LACTEOS,4,0,7791337010451,Unidades,0,
002753,YOGUR LS FIRME SABOR FRUTILLA 120G,1082.0,902.0,LACTEOS,7,0,7791337010413,Unidades,0,
002754,SERENITO CHOCOLATE 95G,1865.0,1554.0,LACTEOS,0,0,7791337008427,Unidades,0,
002755,YERBA CBSE LIMON 500G,2058.0,1715.0,ALMACEN,0,0,7790710334597,Unidades,0,
002756,GOOSE ISLAND LAGER 473,2940.0,2450.0,BEBIDAS,5,0,7792798013791,Unidades,0,
002757,POETT DESPERTAR DE ENERGIA 360ML,3288.0,2740.0,ALMACEN,1,0,7793253004293,Unidades,0,
002758,POETT FRESCURA TROPICAL 900ML,1956.0,1630.0,LIMPIEZA E HIGIENE,1,0,7793253006587,Unidades,0,
002759,SELTON AZUL 360ML,5101.0,4251.0,LIMPIEZA E HIGIENE,0,0,7793253005122,Unidades,0,
002760,SELTON NARANJA 360CM,5101.0,4251.0,LIMPIEZA E HIGIENE,1,0,7793253005146,Unidades,0,
002761,SELTON NEGRO 360CM,4640.0,3867.0,LIMPIEZA E HIGIENE,2,0,7793253005726,Unidades,0,
002762,PASTA ORAL-B EXTRA BLANCO 140G,6000.0,5000.0,LIMPIEZA E HIGIENE,0,0,7500435231213,Unidades,0,
002763,COCA COLA ZERO ED MUNDIAL 473ML,1991.0,1659.0,BEBIDAS,3,0,7790895643286,Unidades,0,
002764,LINCOLN CLASICAS 153G,1234.0,1028.0,GOLOSINAS,4,0,7622201745523,Unidades,0,
002765,POROTOS COLORADOS INALPA 300G,1242.0,1035.0,ALMACEN,1,0,7792350067095,Unidades,0,
002766,POROTO ALUBIA INALPA 300G,1210.0,1008.0,ALMACEN,2,0,7792350067088,Unidades,0,
002767,POROTO NEGRO INALPA 300G,1194.0,995.0,ALMACEN,2,0,7792350067101,Unidades,0,
